date,enrolled,attended,is_monday,is_tuesday,is_wednesday,is_thursday,is_friday,is_saturday,is_sunday,holiday,temp,humidity,snow,sealevelpressure,solarradiation,normalised_attendance,tw_assessment,tw_non_study,tw_reflection,tw_semester1,tw_semester2,month,season_Autumn,season_Spring,season_Summer,season_Winter
2/16/2023,5214,2279,0,0,0,1,0,0,0,0,6.5,95.2,0,1015.5,26.6,0.437092443,0,0,0,0,1,2,0,0,0,1
2/17/2023,5214,2056,0,0,0,0,1,0,0,0,6.6,95.8,0,1022.5,29.9,0.394322977,0,0,0,0,1,2,0,0,0,1
2/18/2023,5214,842,0,0,0,0,0,1,0,0,6.4,83.4,0,1027.8,134.3,0.161488301,0,0,0,0,1,2,0,0,0,1
2/19/2023,5214,330,0,0,0,0,0,0,1,0,7.8,61.9,0,1021.7,152.2,0.063291139,0,0,0,0,1,2,0,0,0,1
2/20/2023,5214,2106,1,0,0,0,0,0,0,0,9.2,49.5,0,1018.8,163.5,0.403912543,0,0,0,0,1,2,0,0,0,1
2/21/2023,5214,2235,0,1,0,0,0,0,0,0,12.5,41.3,0,1015.4,175.4,0.428653625,0,0,0,0,1,2,0,0,0,1
2/22/2023,5214,2180,0,0,1,0,0,0,0,0,11.8,45.4,0,1010.5,118.2,0.418105102,0,0,0,0,1,2,0,0,0,1
2/23/2023,5214,2261,0,0,0,1,0,0,0,0,13.6,45.7,0,1014.6,176.5,0.433640199,0,0,0,0,1,2,0,0,0,1
2/24/2023,5214,2115,0,0,0,0,1,0,0,0,12.1,51.1,0,1013.4,145.2,0.405638665,0,0,0,0,1,2,0,0,0,1
2/25/2023,5214,694,0,0,0,0,0,1,0,0,2.4,82.6,4.2,1030.2,64.6,0.133103184,0,0,0,0,1,2,0,0,0,1
2/26/2023,5214,315,0,0,0,0,0,0,1,0,5,65.7,0,1032.5,191.5,0.060414269,0,0,0,0,1,2,0,0,0,1
2/27/2023,5214,2298,1,0,0,0,0,0,0,0,7.3,59.1,0,1029.9,195.1,0.440736479,0,0,0,0,1,2,0,0,0,1
2/28/2023,5214,2270,0,1,0,0,0,0,0,0,9.2,43.8,0,1026.9,196.5,0.435366321,0,0,0,0,1,2,0,0,0,1
03/01/2023,5214,2178,0,0,1,0,0,0,0,0,11.3,29.8,0,1022.4,198,0.417721519,0,0,0,0,1,3,0,1,0,0
03/02/2023,5214,2298,0,0,0,1,0,0,0,0,13.6,29.9,0,1018.5,199.3,0.440736479,0,0,0,0,1,3,0,1,0,0
03/03/2023,5214,1981,0,0,0,0,1,0,0,0,12.8,45.5,0,1020.3,157,0.379938627,0,0,0,0,1,3,0,1,0,0
03/04/2023,5214,922,0,0,0,0,0,1,0,0,14.3,53.8,0,1020.5,180.1,0.176831607,0,0,0,0,1,3,0,1,0,0
03/05/2023,5214,328,0,0,0,0,0,0,1,0,16.2,43.8,0,1017.2,98.9,0.062907557,0,0,0,0,1,3,0,1,0,0
03/06/2023,5214,2124,1,0,0,0,0,0,0,0,15.4,63.1,0,1018,151.8,0.407364787,0,0,0,0,1,3,0,1,0,0
03/07/2023,5214,2306,0,1,0,0,0,0,0,0,18,41.3,0,1014.5,203.5,0.442270809,0,0,0,0,1,3,0,1,0,0
03/08/2023,5214,350,0,0,1,0,0,0,0,1,13.7,56.1,0,1019.6,91.5,0.067126966,0,0,0,0,1,3,0,1,0,0
03/09/2023,5214,2269,0,0,0,1,0,0,0,0,12.7,67.6,0,1021.5,125.2,0.43517453,0,0,0,0,1,3,0,1,0,0
03/10/2023,5214,2143,0,0,0,0,1,0,0,0,18.7,44.1,0,1015.6,170.3,0.411008822,0,0,0,0,1,3,0,1,0,0
03/11/2023,5214,1257,0,0,0,0,0,1,0,0,19.3,47.8,0,1013.5,137.5,0.241081703,0,0,0,0,1,3,0,1,0,0
03/12/2023,5214,335,0,0,0,0,0,0,1,0,11.9,89.6,0,1020.9,41.8,0.064250096,0,0,0,0,1,3,0,1,0,0
3/13/2023,5214,2072,1,0,0,0,0,0,0,0,12.6,65.6,0,1021.4,221.9,0.397391638,1,0,0,0,0,3,0,1,0,0
3/14/2023,5214,2261,0,1,0,0,0,0,0,0,15.1,41,0,1017.9,205.7,0.433640199,1,0,0,0,0,3,0,1,0,0
3/15/2023,5214,2078,0,0,1,0,0,0,0,0,14.9,38.6,0,1019.7,199.8,0.398542386,1,0,0,0,0,3,0,1,0,0
3/16/2023,5214,2113,0,0,0,1,0,0,0,0,14.2,50.8,0,1018.4,229.2,0.405255082,1,0,0,0,0,3,0,1,0,0
3/17/2023,5214,1940,0,0,0,0,1,0,0,0,14,46.7,0,1013.8,231.3,0.372075182,1,0,0,0,0,3,0,1,0,0
3/18/2023,5214,533,0,0,0,0,0,1,0,0,13.5,51.1,0,1011.9,231.6,0.102224779,1,0,0,0,0,3,0,1,0,0
3/19/2023,5214,148,0,0,0,0,0,0,1,0,13.2,64.2,0,1013,198.1,0.028385117,1,0,0,0,0,3,0,1,0,0
3/20/2023,5214,125,1,0,0,0,0,0,0,0,14.1,69.5,0,1012.2,149.2,0.023973916,0,0,1,0,0,3,0,1,0,0
3/21/2023,5214,141,0,1,0,0,0,0,0,1,14.2,62.6,0,1012.3,222.4,0.027042578,0,0,1,0,0,3,0,1,0,0
3/22/2023,5214,239,0,0,1,0,0,0,0,0,15.4,49,0,1010.5,232.2,0.045838128,0,0,1,0,0,3,0,1,0,0
3/23/2023,5214,1998,0,0,0,1,0,0,0,0,15.8,37.7,0,1011.1,245.8,0.383199079,0,0,1,0,0,3,0,1,0,0
3/24/2023,5214,1798,0,0,0,0,1,0,0,0,15.7,44.1,0,1011.4,247.2,0.344840813,0,0,1,0,0,3,0,1,0,0
3/25/2023,5214,1295,0,0,0,0,0,1,0,0,15.1,53.1,0,1013.7,249.4,0.248369774,0,0,0,0,1,3,0,1,0,0
3/26/2023,5214,280,0,0,0,0,0,0,1,0,16.3,46.6,0,1015.9,250.7,0.053701573,0,0,0,0,1,3,0,1,0,0
3/27/2023,5214,2037,1,0,0,0,0,0,0,0,17.7,40.1,0,1012.9,252.3,0.390678941,0,0,0,0,1,3,0,1,0,0
3/28/2023,5214,2107,0,1,0,0,0,0,0,0,19,36,0,1008.4,232.5,0.404104334,0,0,0,0,1,3,0,1,0,0
3/29/2023,5214,1945,0,0,1,0,0,0,0,0,21.6,37.6,0,1007.7,197.1,0.373034139,0,0,0,0,1,3,0,1,0,0
3/30/2023,5214,2179,0,0,0,1,0,0,0,0,19.5,56.5,0,1010.9,200,0.41791331,0,0,0,0,1,3,0,1,0,0
3/31/2023,5214,1944,0,0,0,0,1,0,0,0,18.9,53.5,0,1010.5,235.9,0.372842348,0,0,0,0,1,3,0,1,0,0
04/01/2023,5214,932,0,0,0,0,0,1,0,0,18.6,58.6,0,1007.3,227.1,0.178749521,0,0,0,0,1,4,0,1,0,0
04/02/2023,5214,329,0,0,0,0,0,0,1,0,16.9,64.4,0,1007.7,171.8,0.063099348,0,0,0,0,1,4,0,1,0,0
04/03/2023,5214,1876,1,0,0,0,0,0,0,0,14.4,72.7,0,1009.4,168.6,0.359800537,0,0,0,0,1,4,0,1,0,0
04/04/2023,5214,2017,0,1,0,0,0,0,0,0,15.2,65,0,1015.3,225.7,0.386843115,0,0,0,0,1,4,0,1,0,0
04/05/2023,5214,1937,0,0,1,0,0,0,0,0,11.3,83.8,0,1017.7,94.1,0.371499808,0,0,0,0,1,4,0,1,0,0
04/06/2023,5214,2029,0,0,0,1,0,0,0,0,14.6,55.7,0,1014.2,262.4,0.389144611,0,0,0,0,1,4,0,1,0,0
04/07/2023,5214,1657,0,0,0,0,1,0,0,0,15.7,57.3,0,1014.1,184.3,0.317798236,0,0,0,0,1,4,0,1,0,0
04/08/2023,5214,850,0,0,0,0,0,1,0,0,19.2,48.1,0,1015.6,221.9,0.163022631,0,0,0,0,1,4,0,1,0,0
04/09/2023,5214,305,0,0,0,0,0,0,1,0,16.9,58.4,0,1017.5,218.3,0.058496356,0,0,0,0,1,4,0,1,0,0
04/10/2023,5214,1565,1,0,0,0,0,0,0,0,16.2,69.2,0,1016.8,176.1,0.300153433,1,0,0,0,0,4,0,1,0,0
04/11/2023,5214,1788,0,1,0,0,0,0,0,0,16,58.3,0,1021.3,192.3,0.3429229,1,0,0,0,0,4,0,1,0,0
04/12/2023,5214,1561,0,0,1,0,0,0,0,0,18,48.4,0,1019.4,277.4,0.299386268,1,0,0,0,0,4,0,1,0,0
4/13/2023,5214,1158,0,0,0,1,0,0,0,0,23,34.7,0,1013.4,278.6,0.222094361,1,0,0,0,0,4,0,1,0,0
4/14/2023,5214,1283,0,0,0,0,1,0,0,0,26.1,32.2,0,1006.4,261.2,0.246068278,1,0,0,0,0,4,0,1,0,0
4/15/2023,5214,583,0,0,0,0,0,1,0,0,17.2,66.4,0,1014.6,147.6,0.111814346,1,0,0,0,0,4,0,1,0,0
4/16/2023,5214,262,0,0,0,0,0,0,1,0,17.8,51.4,0,1014.1,265.4,0.050249329,1,0,0,0,0,4,0,1,0,0
4/17/2023,5214,1477,1,0,0,0,0,0,0,0,12.1,49.4,0,1020.7,238.2,0.283275796,1,0,0,0,0,4,0,1,0,0
4/18/2023,5214,1057,0,1,0,0,0,0,0,0,8.5,51.4,0,1027.7,292.1,0.202723437,1,0,0,0,0,4,0,1,0,0
4/19/2023,5214,1121,0,0,1,0,0,0,0,0,11.8,46.4,0,1023.5,301.6,0.214998082,1,0,0,0,0,4,0,1,0,0
4/20/2023,5214,839,0,0,0,1,0,0,0,0,14.1,44.1,0,1016.1,301.8,0.160912927,1,0,0,0,0,4,0,1,0,0
4/21/2023,5214,133,0,0,0,0,1,0,0,1,16.1,42.2,0,1013.8,304.1,0.025508247,1,0,0,0,0,4,0,1,0,0
4/22/2023,5214,122,0,0,0,0,0,1,0,0,18.3,35.4,0,1015.1,310,0.023398542,0,1,0,0,0,4,0,1,0,0
4/23/2023,5214,101,0,0,0,0,0,0,1,0,21.2,30.1,0,1014.2,302.4,0.019370924,0,1,0,0,0,4,0,1,0,0
4/24/2023,5214,142,1,0,0,0,0,0,0,0,22.6,32.6,0,1014.7,239.5,0.027234369,0,1,0,0,0,4,0,1,0,0
4/25/2023,5214,567,0,1,0,0,0,0,0,0,20.8,43.1,0,1014.1,305.3,0.108745685,0,1,0,0,0,4,0,1,0,0
4/26/2023,5214,455,0,0,1,0,0,0,0,0,21.3,41.1,0,1011.8,304.9,0.087265056,0,1,0,0,0,4,0,1,0,0
4/27/2023,5214,428,0,0,0,1,0,0,0,0,21.2,37.3,0,1009.9,285.4,0.08208669,0,1,0,0,0,4,0,1,0,0
4/28/2023,5214,424,0,0,0,0,1,0,0,0,22,37.2,0,1011,281.3,0.081319524,0,1,0,0,0,4,0,1,0,0
4/29/2023,5214,243,0,0,0,0,0,1,0,0,24,27.4,0,1010.1,290.6,0.046605293,0,1,0,0,0,4,0,1,0,0
4/30/2023,5214,140,0,0,0,0,0,0,1,0,24.7,27,0,1008,299.2,0.026850786,0,1,0,0,0,4,0,1,0,0
05/01/2023,5214,405,1,0,0,0,0,0,0,0,24.4,28.1,0,1005.9,298.1,0.077675489,0,1,0,0,0,5,0,1,0,0
05/02/2023,5214,414,0,1,0,0,0,0,0,0,21.4,38.2,0,1008.9,314.1,0.079401611,0,1,0,0,0,5,0,1,0,0
05/03/2023,5214,408,0,0,1,0,0,0,0,0,18.7,31.5,0,1013.4,320.6,0.078250863,0,1,0,0,0,5,0,1,0,0
05/04/2023,5214,267,0,0,0,1,0,0,0,0,15.2,31.6,0,1013.6,325.8,0.051208285,0,1,0,0,0,5,0,1,0,0
05/05/2023,5214,295,0,0,0,0,1,0,0,0,18.8,24.5,0,1013.6,327.1,0.056578443,0,1,0,0,0,5,0,1,0,0
05/06/2023,5214,248,0,0,0,0,0,1,0,0,16.1,44.1,0,1015.3,185.1,0.04756425,0,1,0,0,0,5,0,1,0,0
05/07/2023,5214,114,0,0,0,0,0,0,1,0,16.7,55.2,0,1017.7,265.2,0.021864212,0,1,0,0,0,5,0,1,0,0
05/08/2023,5214,461,1,0,0,0,0,0,0,0,18.5,47.6,0,1017.8,302.1,0.088415804,0,1,0,0,0,5,0,1,0,0
05/09/2023,5214,118,0,1,0,0,0,0,0,1,21.8,35.5,0,1017.5,316.9,0.022631377,0,1,0,0,0,5,0,1,0,0
05/10/2023,5214,482,0,0,1,0,0,0,0,0,24.6,28.8,0,1015.3,324.6,0.092443422,0,1,0,0,0,5,0,1,0,0
05/11/2023,5214,406,0,0,0,1,0,0,0,0,26.5,25.8,0,1011.5,297.2,0.07786728,0,1,0,0,0,5,0,1,0,0
05/12/2023,5214,378,0,0,0,0,1,0,0,0,25.6,34.9,0,1013.7,246.3,0.072497123,0,1,0,0,0,5,0,1,0,0
5/13/2023,5214,245,0,0,0,0,0,1,0,0,24.9,40.8,0,1014.6,277.3,0.046988876,0,1,0,0,0,5,0,1,0,0
5/14/2023,5214,114,0,0,0,0,0,0,1,0,25.7,36.4,0,1011.1,299.7,0.021864212,0,1,0,0,0,5,0,1,0,0
5/15/2023,5214,483,1,0,0,0,0,0,0,0,27.3,29.3,0,1005.2,316.9,0.092635213,0,1,0,0,0,5,0,1,0,0
5/16/2023,5214,369,0,1,0,0,0,0,0,0,26.8,35.5,0,1007.6,249.9,0.070771001,0,1,0,0,0,5,0,1,0,0
5/17/2023,5214,367,0,0,1,0,0,0,0,0,17.5,66.5,0,1015.1,134.8,0.070387418,0,1,0,0,0,5,0,1,0,0
5/18/2023,5214,360,0,0,0,1,0,0,0,0,20.2,61.9,0,1016,295.7,0.069044879,0,1,0,0,0,5,0,1,0,0
5/19/2023,5214,425,0,0,0,0,1,0,0,0,21.5,49.4,0,1014,211.1,0.081511316,0,1,0,0,0,5,0,1,0,0
5/20/2023,5214,268,0,0,0,0,0,1,0,0,22.9,43.4,0,1013.6,277.8,0.051400077,0,1,0,0,0,5,0,1,0,0
5/21/2023,5214,112,0,0,0,0,0,0,1,0,25.3,32.2,0,1013.3,324.7,0.021480629,0,1,0,0,0,5,0,1,0,0
5/22/2023,5214,549,1,0,0,0,0,0,0,0,26.2,29.8,0,1011.8,322.1,0.105293441,0,0,1,0,0,5,0,1,0,0
5/23/2023,5214,450,0,1,0,0,0,0,0,0,25.4,33.9,0,1012,278.2,0.086306099,0,0,1,0,0,5,0,1,0,0
5/24/2023,5214,510,0,0,1,0,0,0,0,0,24.3,30.3,0,1013.4,323.2,0.097813579,0,0,1,0,0,5,0,1,0,0
5/25/2023,5214,413,0,0,0,1,0,0,0,0,23,26.4,0,1012.8,327.6,0.07920982,0,0,1,0,0,5,0,1,0,0
5/26/2023,5214,410,0,0,0,0,1,0,0,0,23.7,27.8,0,1013.8,331.3,0.078634446,0,0,1,0,0,5,0,1,0,0
5/27/2023,5214,254,0,0,0,0,0,1,0,0,24.5,27.2,0,1012.2,324.5,0.048714998,0,0,1,0,0,5,0,1,0,0
5/28/2023,5214,111,0,0,0,0,0,0,1,0,25.6,23.2,0,1011.9,336.9,0.021288838,0,0,1,0,0,5,0,1,0,0
5/29/2023,5214,688,1,0,0,0,0,0,0,0,25.7,27,0,1012.6,339,0.131952436,0,0,1,0,0,5,0,1,0,0
5/30/2023,5214,485,0,1,0,0,0,0,0,0,26.9,26.5,0,1011.7,321.4,0.093018796,0,0,1,0,0,5,0,1,0,0
5/31/2023,5214,503,0,0,1,0,0,0,0,0,27.5,28.5,0,1008,331.7,0.09647104,0,0,1,0,0,5,0,1,0,0
06/01/2023,5214,524,0,0,0,1,0,0,0,0,26.9,31,0,1006.3,335.1,0.100498657,0,0,1,0,0,6,0,0,1,0
06/02/2023,5214,444,0,0,0,0,1,0,0,0,28.8,24.3,0,1008.1,333.1,0.085155351,0,0,1,0,0,6,0,0,1,0
06/03/2023,5214,253,0,0,0,0,0,1,0,0,28.3,25.1,0,1007.9,338.4,0.048523207,0,0,1,0,0,6,0,0,1,0
06/04/2023,5214,101,0,0,0,0,0,0,1,0,28.5,22.6,0,1008.3,339.8,0.019370924,0,0,1,0,0,6,0,0,1,0
06/05/2023,5214,564,1,0,0,0,0,0,0,0,29.4,18,0,1008.2,325.9,0.108170311,1,0,0,0,0,6,0,0,1,0
06/06/2023,5214,524,0,1,0,0,0,0,0,0,30.6,18.1,0,1008.9,311.2,0.100498657,1,0,0,0,0,6,0,0,1,0
06/07/2023,5214,613,0,0,1,0,0,0,0,0,32.1,16.7,0,1009.7,337.2,0.117568086,1,0,0,0,0,6,0,0,1,0
06/08/2023,5214,586,0,0,0,1,0,0,0,0,32.6,18.1,0,1009.4,334.5,0.11238972,1,0,0,0,0,6,0,0,1,0
06/09/2023,5214,502,0,0,0,0,1,0,0,0,31.5,23.6,0,1007.3,320.7,0.096279248,1,0,0,0,0,6,0,0,1,0
06/10/2023,5214,221,0,0,0,0,0,1,0,0,28,35.8,0,1007.4,322.9,0.042385884,1,0,0,0,0,6,0,0,1,0
06/11/2023,5214,94,0,0,0,0,0,0,1,0,29.3,39.5,0,1003.8,305.6,0.018028385,1,0,0,0,0,6,0,0,1,0
06/12/2023,5214,713,1,0,0,0,0,0,0,0,30.7,35.1,0,1002.3,281.8,0.136747219,1,0,0,0,0,6,0,0,1,0
6/13/2023,5214,576,0,1,0,0,0,0,0,0,32.6,25.9,0,1002.6,271.2,0.110471807,1,0,0,0,0,6,0,0,1,0
6/14/2023,5214,410,0,0,1,0,0,0,0,0,32.8,29.2,0,1001.8,285.9,0.078634446,1,0,0,0,0,6,0,0,1,0
6/15/2023,5214,317,0,0,0,1,0,0,0,0,32.2,25.5,0,1001.6,326.3,0.060797852,1,0,0,0,0,6,0,0,1,0
6/16/2023,5214,333,0,0,0,0,1,0,0,0,31.2,22.8,0,1001.2,335.9,0.063866513,1,0,0,0,0,6,0,0,1,0
6/17/2023,5214,159,0,0,0,0,0,1,0,0,31.1,21,0,1001.6,337.9,0.030494822,0,1,0,0,0,6,0,0,1,0
6/18/2023,5214,86,0,0,0,0,0,0,1,0,32.8,19.2,0,1001.1,277.3,0.016494054,0,1,0,0,0,6,0,0,1,0
6/19/2023,5214,266,1,0,0,0,0,0,0,0,32,26.6,0,1000.8,292.9,0.051016494,0,1,0,0,0,6,0,0,1,0
6/20/2023,5214,253,0,1,0,0,0,0,0,0,30.3,33.3,0,1005.5,277.3,0.048523207,0,1,0,0,0,6,0,0,1,0
6/21/2023,5214,247,0,0,1,0,0,0,0,0,29.8,30.1,0,1006.5,333.9,0.047372459,0,1,0,0,0,6,0,0,1,0
6/22/2023,5214,248,0,0,0,1,0,0,0,0,29.8,19.7,0,1008.1,326.5,0.04756425,0,1,0,0,0,6,0,0,1,0
6/23/2023,5214,265,0,0,0,0,1,0,0,0,29.7,15.8,0,1010.8,341.9,0.050824703,0,1,0,0,0,6,0,0,1,0
6/24/2023,5214,124,0,0,0,0,0,1,0,0,28.7,21.9,0,1011,339.2,0.023782125,0,1,0,0,0,6,0,0,1,0
6/25/2023,5214,73,0,0,0,0,0,0,1,0,25.3,26.5,0,1008.7,184.6,0.014000767,0,1,0,0,0,6,0,0,1,0
6/26/2023,5214,241,1,0,0,0,0,0,0,0,26.1,32.5,0,1007.5,339,0.046221711,0,1,0,0,0,6,0,0,1,0
6/27/2023,5214,134,0,1,0,0,0,0,0,0,28.9,26,0,1003.9,341.5,0.025700038,0,1,0,0,0,6,0,0,1,0
6/28/2023,5214,28,0,0,1,0,0,0,0,1,29.4,22.3,0,1006.3,326.3,0.005370157,0,1,0,0,0,6,0,0,1,0
6/29/2023,5214,27,0,0,0,1,0,0,0,0,27.1,23.1,0,1008.5,342.2,0.005178366,0,1,0,0,0,6,0,0,1,0
6/30/2023,5214,25,0,0,0,0,1,0,0,0,27.7,24.9,0,1005.2,340.2,0.004794783,0,1,0,0,0,6,0,0,1,0
07/01/2023,5214,5,0,0,0,0,0,1,0,0,29.5,24.4,0,1003.6,341.4,0.000958957,0,1,0,0,0,7,0,0,1,0
07/02/2023,5214,2,0,0,0,0,0,0,1,0,31.5,24.9,0,1004.4,321.5,0.000383583,0,1,0,0,0,7,0,0,1,0
07/03/2023,5214,156,1,0,0,0,0,0,0,0,31.5,24.7,0,1008.2,320.9,0.029919448,0,1,0,0,0,7,0,0,1,0
07/04/2023,5214,112,0,1,0,0,0,0,0,0,31.1,19.7,0,1007.8,334.7,0.021480629,0,1,0,0,0,7,0,0,1,0
07/05/2023,5214,146,0,0,1,0,0,0,0,0,28.9,26.7,0,1006.1,298,0.028001534,0,1,0,0,0,7,0,0,1,0
07/06/2023,5214,110,0,0,0,1,0,0,0,0,27.5,37.6,0,1006.1,272.5,0.021097046,0,1,0,0,0,7,0,0,1,0
07/07/2023,5214,121,0,0,0,0,1,0,0,0,26.9,36.9,0,1008.6,268,0.023206751,0,1,0,0,0,7,0,0,1,0
07/08/2023,5214,27,0,0,0,0,0,1,0,0,27.9,35,0,1009.2,319,0.005178366,0,1,0,0,0,7,0,0,1,0
07/09/2023,5214,8,0,0,0,0,0,0,1,0,29.7,29,0,1006.4,323.7,0.001534331,0,1,0,0,0,7,0,0,1,0
07/10/2023,5214,133,1,0,0,0,0,0,0,0,30.8,27,0,1005.5,336.1,0.025508247,0,1,0,0,0,7,0,0,1,0
07/11/2023,5214,114,0,1,0,0,0,0,0,0,32.5,24.4,0,1005.7,339.3,0.021864212,0,1,0,0,0,7,0,0,1,0
07/12/2023,5214,121,0,0,1,0,0,0,0,0,33.8,22.5,0,1006.8,338.8,0.023206751,0,1,0,0,0,7,0,0,1,0
7/13/2023,5214,118,0,0,0,1,0,0,0,0,33.6,22.2,0,1006.7,341.9,0.022631377,0,1,0,0,0,7,0,0,1,0
7/14/2023,5214,138,0,0,0,0,1,0,0,0,31.4,27.8,0,1008.9,330.9,0.026467204,0,1,0,0,0,7,0,0,1,0
7/15/2023,5214,11,0,0,0,0,0,1,0,0,31.8,18.2,0,1007.9,336.3,0.002109705,0,1,0,0,0,7,0,0,1,0
7/16/2023,5214,1,0,0,0,0,0,0,1,0,29,27.5,0,1005.9,332.9,0.000191791,0,1,0,0,0,7,0,0,1,0
7/17/2023,5214,130,1,0,0,0,0,0,0,0,31.3,26.5,0,1006,332.4,0.024932873,0,1,0,0,0,7,0,0,1,0
7/18/2023,5214,93,0,1,0,0,0,0,0,0,33.2,22.7,0,1005.7,328.3,0.017836594,0,1,0,0,0,7,0,0,1,0
7/19/2023,5214,163,0,0,1,0,0,0,0,0,32.1,27.1,0,1006.5,324.2,0.031261987,0,1,0,0,0,7,0,0,1,0
7/20/2023,5214,113,0,0,0,1,0,0,0,0,31.2,26.9,0,1007.8,317.9,0.02167242,0,1,0,0,0,7,0,0,1,0
7/21/2023,5214,118,0,0,0,0,1,0,0,0,30.7,30,0,1009.3,324.8,0.022631377,0,1,0,0,0,7,0,0,1,0
7/22/2023,5214,29,0,0,0,0,0,1,0,0,31.7,32,0,1008,323.2,0.005561949,0,1,0,0,0,7,0,0,1,0
7/23/2023,5214,1,0,0,0,0,0,0,1,0,31.3,35.9,0,1006.5,322.9,0.000191791,0,1,0,0,0,7,0,0,1,0
7/24/2023,5214,126,1,0,0,0,0,0,0,0,32.9,31.7,0,1003.3,311.7,0.024165708,0,1,0,0,0,7,0,0,1,0
7/25/2023,5214,106,0,1,0,0,0,0,0,0,34.7,23.9,0,1002,319.8,0.020329881,0,1,0,0,0,7,0,0,1,0
7/26/2023,5214,107,0,0,1,0,0,0,0,0,33.3,28.2,0,1002.5,320.1,0.020521672,0,1,0,0,0,7,0,0,1,0
7/27/2023,5214,81,0,0,0,1,0,0,0,0,33.5,25.4,0,1003.1,299,0.015535098,0,1,0,0,0,7,0,0,1,0
7/28/2023,5214,102,0,0,0,0,1,0,0,0,33.7,24.2,0,1002.6,275.8,0.019562716,0,1,0,0,0,7,0,0,1,0
7/29/2023,5214,34,0,0,0,0,0,1,0,0,31.6,31.4,0,1001.6,316.8,0.006520905,0,1,0,0,0,7,0,0,1,0
7/30/2023,5214,1,0,0,0,0,0,0,1,0,31.8,30.5,0,1003.5,320.8,0.000191791,0,1,0,0,0,7,0,0,1,0
7/31/2023,5214,135,1,0,0,0,0,0,0,0,33.2,23.3,0,1004.4,311.8,0.02589183,0,1,0,0,0,7,0,0,1,0
08/01/2023,5214,176,0,1,0,0,0,0,0,0,32.9,23,0,1004,312,0.033755274,0,1,0,0,0,8,0,0,1,0
08/02/2023,5214,176,0,0,1,0,0,0,0,0,33.4,22.3,0,1004.5,308.9,0.033755274,0,1,0,0,0,8,0,0,1,0
08/03/2023,5214,124,0,0,0,1,0,0,0,0,32.3,21.4,0,1004.6,319.1,0.023782125,0,1,0,0,0,8,0,0,1,0
